"PlayerID","FirstName","LastName","Multiplicity"
8446004,"Garry","Edmundson",1
8446007,"Lindsay","Carson",1
8446009,"Ed","Cristofoli",1
8446013,"Jay","Caufield",1
8446014,"Paul","Cavallini",1
8446017,"Gino","Cavallini",1
8446018,"Bruce","Cassidy",1
8446019,"Tony","Cassolato",1
8446023,"Dave","Chyzowski",1
8446026,"Tom","Chorske",1
8446029,"John","Chabot",1
8446034,"Frantisek","Cernik",1
8446035,"Blair","Chapman",1
8446036,"Guy","Carbonneau",1
8446037,"Milan","Chalupa",1
8446039,"Todd","Charlesworth",1
8446042,"Shawn","Chambers",1
8446043,"Jose","Charbonneau",1
8446044,"Guy","Charron",1
8446047,"Rick","Chartraw",1
8446050,"Jeff","Chychrun",1
8446051,"Steve","Chiasson",1
8446053,"Chris","Chelios",1
8446054,"Richard","Chernomaz",1
8446057,"Guy","Chouinard",1
8446058,"Mike","Christie",1
8446061,"Marc","Chorney",1
8446062,"Joe","Cirella",1
8446063,"Dino","Ciccarelli",1
8446065,"Steve","Christoff",1
8446068,"Ron","Chipperfield",1
8446071,"Shane","Churla",1
8446072,"Christopher","Cichocki",1
8446074,"Dan","Chicoine",1
8446077,"Kim","Clackson",1
8446079,"Dave","Christian",1
8446081,"Dean","Chynoweth",1
8446083,"Rob","Cimetta",1
8446084,"Neal","Coulter",1
8446085,"Wendel","Clark",1
8446094,"Dan","Clark",1
8446095,"Gordie","Clark",1
8446098,"Bobby","Clarke",1
8446099,"Rejean","Cloutier",1
8446100,"Bill","Clement",1
8446101,"Real","Cloutier",1
8446103,"Steve","Clippingdale",1
8446104,"Roland","Cloutier",1
8446105,"Stephen","Coates",1
8446111,"Glen","Cochrane",1
8446117,"Paul","Coffey",1
8446120,"Rey","Comeau",1
8446125,"Kelly","Chase",1
8446126,"Rene","Chapdelaine",1
8446127,"Danton","Cole",1
8446129,"Pat","Conacher",1
8446133,"Zdeno","Ciger",1
8446135,"Pat","Egan",1
8446141,"Jack","Egers",1
8446142,"Gerry","Ehman",1
8446144,"Fred","Elliott",1
8446147,"Cam","Connor",1
8446148,"Eddie","Emberg",1
8446149,"Joe","Contini",1
8446152,"Hap","Emms",1
8446154,"Jerry","Engele",1
8446155,"Aut","Erickson",1
8446159,"Tim","Coulis",1
8446162,"Ed","Cooper",1
8446163,"Yvon","Corriveau",1
8446165,"Bob","Corkum",1
8446167,"Shayne","Corson",1
8446168,"Ross","Cory",1
8446170,"Jacques","Cossette",1
8446171,"Rich","Costello",1
8446172,"Grant","Erickson",1
